window_s,sigma_mult,impulse_age_s,n,median_impulse_bps,median_mfe_bps,p75_mfe_bps,median_ret_bps,median_cost_bps,win_rate_after_cost,mean_net_bps,mfe_cost_multiple,required_multiple,ceiling_clears_bar
3,4.0,7,174,29.986486526900613,19.984082441981357,20.012216907983074,-66.78224410296991,20.482312573993745,0.011494252873563218,-62.28496352161535,0.9756751035698484,3.0,false
3,6.0,7,134,29.999741370234645,19.99833063713732,20.020100424064,-66.89198779815365,20.487898141182164,0.0,-79.70590871818231,0.9761045520301189,3.0,false
3,4.0,10,174,29.986486526900613,0.0,0.03593833736791047,-89.59295647991317,12.997027505779732,0.011494252873563218,-72.61124837912392,0.0,3.0,false
3,6.0,10,134,29.999741370234645,0.0,0.0,-89.71047856295851,13.009437453699082,0.0,-93.276931976108,0.0,3.0,false
3,4.0,15,174,29.986486526900613,0.0,0.038073357441339974,-89.60386834904037,13.035180896187965,0.011494252873563218,-72.81237816137583,0.0,3.0,false
3,6.0,15,134,29.999741370234645,0.0,0.0,-89.74201108781936,13.043645457935822,0.0,-93.4258851095318,0.0,3.0,false
3,4.0,20,174,29.986486526900613,0.0,0.03011325668650224,-89.60542965203342,13.0473508602601,0.005747126436781609,-73.24688404707766,0.0,3.0,false
3,6.0,20,134,29.999741370234645,0.0,0.0,-89.70664207144529,13.052729223024123,0.0,-93.43398853495503,0.0,3.0,false
3,4.0,30,174,29.986486526900613,0.0,0.016500859620428167,-89.59897160476677,13.04997463653083,0.005747126436781609,-73.62750701277743,0.0,3.0,false
3,6.0,30,134,29.999741370234645,0.0,0.0,-89.72364814375238,13.0623740213668,0.0,-93.44036582156038,0.0,3.0,false
5,4.0,0,172,49.983489099227896,89.62120610984155,90.39108872287417,13.433740872613036,20.479345636133317,0.023255813953488372,-7.793648538056662,4.376175279336847,3.0,true
5,6.0,0,134,49.998361544765224,89.66214661721233,90.40806255937646,13.479988226751539,20.487774509760463,0.022388059701492536,-7.299277266606526,4.376373167056134,3.0,true
5,6.0,1,134,49.998361544765224,79.74239658809364,80.32446366600993,1.9838804760672937,20.487525591059935,0.022388059701492536,-17.373408545940336,3.892241463404958,3.0,true
5,4.0,1,172,49.983489099227896,79.7020793403278,80.30404651628702,1.9338905656580283,20.479975715650042,0.023255813953488372,-15.590753287545859,3.8917077074179542,3.0,true
5,4.0,2,172,49.983489099227896,69.76809658912693,70.22804067126141,-9.399432906164737,20.481648194102867,0.023255813953488372,-23.389440308826547,3.4063712025487654,3.0,true
5,6.0,2,134,49.998361544765224,69.81494660261733,70.2467386576348,-9.484576558869254,20.489775330288406,0.022388059701492536,-27.452214033223807,3.407306594495228,3.0,true
5,4.0,3,172,49.983489099227896,59.83575296204112,60.1678987870544,-20.89312097898987,20.47990680298896,0.01744186046511628,-31.2964394158663,2.92168092060401,3.0,false
5,6.0,3,134,49.998361544765224,59.87263331765473,60.179412251916155,-20.985159725717118,20.48685958814926,0.014925373134328358,-37.66832457804414,2.9224895626408447,3.0,false
5,6.0,5,134,49.998361544765224,39.96788861596728,40.0816425851316,-43.94680354024229,20.489983896665514,0.0,-58.33730828689102,1.9506061506701111,3.0,false
5,4.0,5,172,49.983489099227896,39.931281264846476,40.065514508468745,-43.89063282459057,20.485473357075374,0.005813953488372093,-47.29167216561548,1.9492486489727519,3.0,false
5,6.0,7,134,49.998361544765224,19.998743866640936,20.021234783401184,-66.88801282303297,20.487898141182164,0.0,-78.9334854616643,0.9761247214736004,3.0,false
5,4.0,7,172,49.983489099227896,19.985444044757124,20.01241593337228,-66.77631977052138,20.482312573993745,0.005813953488372093,-63.22112647103372,0.9757415805738903,3.0,false
5,4.0,10,172,49.983489099227896,0.0,0.03412556473539022,-89.58861333637898,13.000092428901832,0.005813953488372093,-73.94966232235201,0.0,3.0,false
5,6.0,10,134,49.998361544765224,0.0,0.0,-89.70150338743707,13.010830389360901,0.0,-92.79008702660234,0.0,3.0,false
5,6.0,15,134,49.998361544765224,0.0,0.0,-89.74201108781936,13.043381841230083,0.0,-93.42713619306822,0.0,3.0,false
5,4.0,15,172,49.983489099227896,0.0,0.015579142170095534,-89.61159975889748,13.034467512338779,0.005813953488372093,-74.48864531863764,0.0,3.0,false
5,6.0,20,134,49.998361544765224,0.0,0.0,-89.70664207144529,13.052729223024123,0.0,-93.43553216114624,0.0,3.0,false
5,4.0,20,172,49.983489099227896,0.0,0.011554782283037862,-89.611416597339,13.0473508602601,0.005813953488372093,-74.53842195518614,0.0,3.0,false
5,6.0,30,134,49.998361544765224,0.0,0.0,-89.72364814375238,13.061459588766303,0.0,-93.44012383159733,0.0,3.0,false
5,4.0,30,172,49.983489099227896,0.0,0.008106250759780725,-89.60752455201046,13.051105020922535,0.0,-75.26749747336528,0.0,3.0,false
10,4.0,0,164,88.47754343232594,89.62834854107919,90.39276818096819,13.442681784365773,20.481527120306378,0.024390243902439025,-7.6339483230260505,4.376057899130837,3.0,true
10,6.0,0,134,88.4949579294192,89.66214661721233,90.40806255937646,13.479988226751539,20.487774509760463,0.022388059701492536,-7.296168720021795,4.376373167056134,3.0,true
10,4.0,1,164,88.47754343232594,79.70950930183824,80.3134214745705,1.9455318968663686,20.480765084035664,0.024390243902439025,-15.806956606161881,3.891920490996216,3.0,true
10,6.0,1,134,88.4949579294192,79.74239658809364,80.32446366600993,1.9838804760672937,20.487525591059935,0.022388059701492536,-17.369874187113417,3.892241463404958,3.0,true
10,6.0,2,134,88.4949579294192,69.81494660261733,70.2467386576348,-9.484576558869254,20.489775330288406,0.022388059701492536,-27.449156798780727,3.407306594495228,3.0,true
10,4.0,2,164,88.47754343232594,69.7742758051281,70.22885409242063,-9.42564687706232,20.483635777670454,0.024390243902439025,-23.98428261956258,3.4063423389508896,3.0,true
10,6.0,3,134,88.4949579294192,59.87263331765473,60.179412251916155,-20.985159725717118,20.48685958814926,0.014925373134328358,-37.66439073305197,2.9224895626408447,3.0,false
10,4.0,3,164,88.47754343232594,59.84040818304788,60.16898617730192,-20.904798661518214,20.481078710289232,0.018292682926829267,-32.27299991987535,2.921741038619485,3.0,false
10,6.0,5,134,88.4949579294192,39.96788861596728,40.0816425851316,-43.94680354024229,20.489983896665514,0.0,-58.33425600487888,1.9506061506701111,3.0,false
10,4.0,5,164,88.47754343232594,39.936131747820944,40.074773950203486,-43.9108433428658,20.486344110868284,0.006097560975609756,-49.04623176283009,1.9494025645422153,3.0,false
10,6.0,7,134,88.4949579294192,19.998743866640936,20.021234783401184,-66.88801282303297,20.487898141182164,0.0,-78.93153886488793,0.9761247214736004,3.0,false
10,4.0,7,164,88.47754343232594,19.98923649233419,20.01584639487347,-66.79110780944666,20.483422834795586,0.006097560975609756,-65.75886634901012,0.9758738397167727,3.0,false
10,6.0,10,134,88.4949579294192,0.0,0.0,-89.70150338743707,13.010830389360901,0.0,-92.78873725255279,0.0,3.0,false
10,4.0,10,164,88.47754343232594,0.0,0.01865767539111351,-89.6061833772134,13.001755125983475,0.006097560975609756,-77.02016131454045,0.0,3.0,false
10,6.0,15,134,88.4949579294192,0.0,0.0,-89.74201108781936,13.043381841230083,0.0,-93.42556580730026,0.0,3.0,false
10,4.0,15,164,88.47754343232594,0.0,0.0,-89.62416481429628,13.036614265858214,0.006097560975609756,-77.58539180596357,0.0,3.0,false
10,4.0,20,164,88.47754343232594,0.0,0.0,-89.63508392396949,13.05019015293107,0.006097560975609756,-77.6346603958087,0.0,3.0,false
10,6.0,20,134,88.4949579294192,0.0,0.0,-89.70664207144529,13.052729223024123,0.0,-93.43237006838419,0.0,3.0,false
10,6.0,30,134,88.4949579294192,0.0,0.0,-89.72364814375238,13.061459588766303,0.0,-93.43618753125278,0.0,3.0,false
10,4.0,30,164,88.47754343232594,0.0,0.0,-89.62626894921279,13.05276905364937,0.0,-78.39811696697002,0.0,3.0,false
