window_s,sigma_mult,impulse_age_s,n,median_impulse_bps,median_mfe_bps,p75_mfe_bps,median_ret_bps,median_cost_bps,win_rate_after_cost,mean_net_bps,mfe_cost_multiple,required_multiple,ceiling_clears_bar
5,4.0,0,199,49.987988113286974,582.4176829389153,618.3253587133629,582.4176829389153,20.483647009010923,0.7487437185929648,430.6767851533662,28.43330011900249,3.0,true
5,6.0,0,164,49.99884457796977,582.5110620343256,618.3694336766148,582.5110620343256,20.488905690254306,0.9146341463414634,528.8043851610897,28.430559974288972,3.0,true
5,4.0,1,199,49.987988113286974,582.4134937053726,618.3359423853242,582.4134937053726,20.48072693147268,0.7487437185929648,430.72326499666804,28.43714950421898,3.0,true
5,6.0,1,164,49.99884457796977,582.5088959312463,618.3726744383289,582.5088959312463,20.486105075735814,0.9146341463414634,528.9277896296455,28.434340924140944,3.0,true
5,4.0,2,199,49.987988113286974,582.4218817269995,618.3213497258696,582.4218817269995,20.48304860664501,0.7487437185929648,430.7684052626042,28.434335772559415,3.0,true
5,6.0,2,164,49.99884457796977,582.513278464716,618.3531364959741,582.513278464716,20.487761485774385,0.9146341463414634,529.0487060367183,28.43225595286153,3.0,true
5,6.0,3,164,49.99884457796977,582.5045430029176,618.3529299683375,582.5045430029176,20.487248781507365,0.9146341463414634,529.0542694957114,28.43254109984305,3.0,true
5,4.0,3,199,49.987988113286974,582.4223804251001,618.330392292952,582.4223804251001,20.482913203260438,0.7487437185929648,430.7188996145941,28.43454808627471,3.0,true
5,6.0,5,164,49.99884457796977,582.4895391190175,618.3593821640856,582.4895391190175,20.49349277906341,0.9146341463414634,529.0530896216475,28.42314608830864,3.0,true
5,4.0,5,199,49.987988113286974,582.4130566365131,618.3284688809553,582.4130566365131,20.48872142097089,0.7487437185929648,430.61103986341857,28.426032287226764,3.0,true
5,6.0,7,164,49.99884457796977,582.4878734679221,618.3526792708316,582.4878734679221,20.48875113939292,0.9146341463414634,529.0561640712486,28.429642661235484,3.0,true
5,4.0,7,199,49.987988113286974,582.4115119391261,618.3270237115062,582.4115119391261,20.482607318562764,0.7487437185929648,430.5107796004781,28.434442104023752,3.0,true
5,4.0,10,199,49.987988113286974,582.3988958021074,618.3234559893361,582.3988958021074,29.998504501717527,0.7487437185929648,423.6325450548664,19.414264326702117,3.0,true
5,6.0,10,164,49.99884457796977,582.498537211387,618.366832441791,582.498537211387,30.01191721294439,0.9146341463414634,520.8374642860821,19.408907904095862,3.0,true
5,4.0,15,199,49.987988113286974,582.4142117979857,618.3264472428219,582.4142117979857,30.04151049172663,0.7487437185929648,423.25333776522007,19.38698162192548,3.0,true
5,6.0,15,164,49.99884457796977,582.5037620608026,618.3550045162619,582.5037620608026,30.049998161738817,0.9146341463414634,520.6878557225717,19.384485780184704,3.0,true
5,4.0,20,199,49.987988113286974,582.4038252026222,618.3099106910074,582.4038252026222,30.05361488821277,0.7487437185929648,422.98498800744676,19.378827717362043,3.0,true
5,6.0,20,164,49.99884457796977,582.4974625450982,618.3531133651832,582.4974625450982,30.059514278470175,0.9146341463414634,520.6721850845648,19.378139551719443,3.0,true
5,4.0,30,199,49.987988113286974,582.4105338232773,618.3151462332381,582.4105338232773,30.08071618759518,0.7487437185929648,422.45073290774326,19.36159133283716,3.0,true
5,6.0,30,164,49.99884457796977,582.4934923091052,618.3584760608984,582.4934923091052,30.086878002927655,0.9146341463414634,520.6518318441055,19.360383362222716,3.0,true
10,6.0,0,164,99.99621823114867,582.5051897510265,618.3638499396092,582.5051897510265,20.48868438646767,0.9146341463414634,527.9520294884304,28.430580449360548,3.0,true
10,4.0,0,192,99.98268666436604,582.4256851844038,618.3253587133629,582.4256851844038,20.484184084899102,0.7760416666666666,444.0040235501389,28.43294527965929,3.0,true
10,6.0,1,164,99.99621823114867,582.5019010311787,618.3692262123396,582.5019010311787,20.484681504193063,0.9146341463414634,528.1987643161572,28.43597548304302,3.0,true
10,4.0,1,192,99.98268666436604,582.4288752866382,618.3359423853242,582.4288752866382,20.481195749306615,0.7760416666666666,444.1627016637288,28.437249583260108,3.0,true
10,6.0,2,164,99.99621823114867,582.5041352847772,618.3510315005386,582.5041352847772,20.487659108371837,0.9146341463414634,528.4411987238994,28.431951752201382,3.0,true
10,4.0,2,192,99.98268666436604,582.4277362927292,618.3213497258696,582.4277362927292,20.48328455961377,0.7760416666666666,444.31647636855377,28.434294050724805,3.0,true
10,4.0,3,192,99.98268666436604,582.4339150805994,618.330392292952,582.4339150805994,20.483345516543963,0.7760416666666666,444.3744916811718,28.434511081706837,3.0,true
10,6.0,3,164,99.99621823114867,582.4864672345881,618.3492081447761,582.4864672345881,20.487248781507365,0.9146341463414634,528.5692605187967,28.43165880625047,3.0,true
10,4.0,5,192,99.98268666436604,582.4274011096372,618.3284688809553,582.4274011096372,20.48894341456993,0.7760416666666666,444.4778205876551,28.426424404855656,3.0,true
10,6.0,5,164,99.99621823114867,582.4895391190175,618.3551982805842,582.4895391190175,20.493256382473405,0.9146341463414634,528.8125743482344,28.42347395883771,3.0,true
10,4.0,7,192,99.98268666436604,582.4313864092869,618.3307463387774,582.4313864092869,20.48354013760074,0.7760416666666666,444.58444154127284,28.434117466840753,3.0,true
10,6.0,7,164,99.99621823114867,582.4878734679221,618.3526792708316,582.4878734679221,20.488530685086772,0.9146341463414634,529.0589945050401,28.429948561021234,3.0,true
10,6.0,10,164,99.99621823114867,582.498537211387,618.366832441791,582.498537211387,30.011173965810798,0.9146341463414634,520.9546956200835,19.40938857889993,3.0,true
10,4.0,10,192,99.98268666436604,582.416669390813,618.332418933236,582.416669390813,30.000766560479573,0.7760416666666666,437.5565507542908,19.413392928367323,3.0,true
10,6.0,15,164,99.99621823114867,582.5037620608026,618.3550045162619,582.5037620608026,30.049579572871103,0.9146341463414634,520.8054472342127,19.384755804926126,3.0,true
10,4.0,15,192,99.98268666436604,582.4268560245034,618.329488824182,582.4268560245034,30.042209086461355,0.7760416666666666,437.2328212225732,19.386951683489098,3.0,true
10,4.0,20,192,99.98268666436604,582.4176635016233,618.320503430201,582.4176635016233,30.054874566957366,0.7760416666666666,437.1217357093881,19.378475934214652,3.0,true
10,6.0,20,164,99.99621823114867,582.4974625450982,618.3531133651832,582.4974625450982,30.059906844550287,0.9146341463414634,520.6745195133045,19.377886483726815,3.0,true
10,6.0,30,164,99.99621823114867,582.4934923091052,618.3584760608984,582.4934923091052,30.086689847191064,0.9146341463414634,520.6552469098382,19.36050443792798,3.0,true
10,4.0,30,192,99.98268666436604,582.4282978199033,618.3331466056333,582.4282978199033,30.081390607665433,0.7760416666666666,437.0555497542182,19.36174778008724,3.0,true
