max_hold_s,n,win_rate,mean_r,median_r,total_r,max_r,min_r,mean_mfe_r,mean_cost_r,median_hold_s,stop_rate,p_ge_1r,p_ge_2r,p_ge_3r,p_ge_5r,p_ge_10r,profit_factor,stratum
900,1259,0.9023034154090548,24.36962388887135,23.278071576542384,30681.35647608903,137.74993387829608,-2.590560273241916,24.91673152998523,0.5322408501241168,900.0,0.003971405877680699,0.9023034154090548,0.9023034154090548,0.9023034154090548,0.9023034154090548,0.9023034154090548,178.682939732532,align_x_vol:with_trend|vol_normal
3600,1259,0.926131850675139,27.26839816806889,23.296898597962365,34330.913293598736,137.9331602644176,-2.6236037441763735,27.848696366368234,0.5322408501241168,3600.0,0.024622716441620333,0.926131850675139,0.926131850675139,0.926131850675139,0.926131850675139,0.926131850675139,202.9995079696033,align_x_vol:with_trend|vol_normal
14400,1259,0.11755361397934869,4.812116366334734,-1.1959355444773654,6058.45450521543,137.773924174824,-3.617075014346445,31.326980704164903,0.5322408501241168,14400.0,0.31850675138999207,0.11755361397934869,0.11755361397934869,0.11755361397934869,0.11755361397934869,0.11755361397934869,5.258363060327346,align_x_vol:with_trend|vol_normal
86400,1259,0.018268467037331215,-0.5171040242812328,-0.4662970866157003,-651.0339665700722,120.49939375209573,-3.617075014346445,31.403044414325894,0.5322408501241168,86400.0,0.36854646544876885,0.018268467037331215,0.018268467037331215,0.018268467037331215,0.018268467037331215,0.018268467037331215,0.4563275576967195,align_x_vol:with_trend|vol_normal
900,749,0.8144192256341789,24.34916660047779,26.42552036758118,18237.525783757865,137.77104403285338,-2.590560273241916,24.98861954603279,0.6103223310913687,900.0,0.014686248331108143,0.8144192256341789,0.8144192256341789,0.8144192256341789,0.8144192256341789,0.8144192256341789,94.67825540195383,side:long
3600,749,0.8437917222963952,28.176988446545817,26.429167169255233,21104.564346462816,137.95498793271878,-2.5897302036695167,28.865571115104252,0.6103223310913687,3600.0,0.049399198931909215,0.8437917222963952,0.8437917222963952,0.8437917222963952,0.8437917222963952,0.8437917222963952,108.01941627588809,side:long
14400,749,0.09212283044058744,11.49534358656341,-1.2007305446739118,8610.012346335994,138.57399678753276,-2.1477287423993388,42.77933936269973,0.6103223310913687,14400.0,0.32443257676902537,0.09212283044058744,0.09212283044058744,0.09212283044058744,0.09212283044058744,0.09212283044058744,10.967231406516294,side:long
86400,749,0.0013351134846461949,-1.001096058674936,-0.5756374519884184,-749.8209479475271,0.10777227823097726,-2.66608774731958,42.88422613874891,0.6103223310913687,86400.0,0.3404539385847797,0.0,0.0,0.0,0.0,0.0,0.00014371002913254684,side:long
900,710,0.847887323943662,21.634169005592717,23.25284497637599,15360.259993970829,120.76030079624645,-2.7227263647687203,22.24893078684188,0.5938894955243198,900.0,0.008450704225352112,0.847887323943662,0.847887323943662,0.847887323943662,0.847887323943662,0.847887323943662,98.69986087459401,side:short
3600,710,0.8774647887323944,25.594481269432354,23.259674813853852,18172.08170129697,120.99660732038157,-2.766794341068328,26.243506823431954,0.5938894955243198,3600.0,0.02676056338028169,0.8774647887323944,0.8774647887323944,0.8774647887323944,0.8774647887323944,0.8774647887323944,120.60221430006241,side:short
14400,710,0.17887323943661973,4.350080198879208,-1.1902794582659122,3088.556941204238,121.08131125442554,-3.689197331243592,26.777211449818758,0.5938894955243198,14400.0,0.33943661971830985,0.17887323943661973,0.17887323943661973,0.17887323943661973,0.17887323943661973,0.17887323943661973,4.77806142364001,side:short
86400,710,0.03380281690140845,-0.2779238016863116,-0.49233022685800865,-197.32589919728122,120.49939375209573,-3.689197331243592,26.85501790542682,0.5938894955243198,86400.0,0.4140845070422535,0.0323943661971831,0.0323943661971831,0.0323943661971831,0.0323943661971831,0.0323943661971831,0.7347421690738253,side:short
900,72,0.8472222222222222,22.013922296025505,23.268093971367282,1585.0024053138363,44.18208897090746,-2.1477696109348727,22.620748536492876,0.5668543518077209,900.0,0.027777777777777776,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,100.40463799397078,vol:unknown
3600,72,0.875,27.18895634409022,23.28673571311524,1957.6048567744958,137.88790749141953,-2.1477696109348727,27.804023097314243,0.5668543518077209,3600.0,0.027777777777777776,0.875,0.875,0.875,0.875,0.875,145.29500735538352,vol:unknown
14400,72,0.1388888888888889,8.484176597775104,-1.187164146335994,610.8607150398075,137.3350221905816,-2.423074756453088,35.53212220564478,0.5668543518077209,14400.0,0.3194444444444444,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,8.544382068240383,vol:unknown
86400,72,0.0,-0.9707317614085975,-0.48079174675671027,-69.89268682141902,-0.16689017690275312,-2.423074756453088,35.597103815039446,0.5668543518077209,86400.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,vol:unknown
900,1387,0.8298485940879596,23.080593635482956,23.261954802232438,32012.78337241486,137.77104403285338,-2.7227263647687203,23.709100940164966,0.6041668741741502,900.0,0.010814708002883922,0.8298485940879596,0.8298485940879596,0.8298485940879596,0.8298485940879596,0.8298485940879596,96.28847964448039,vol:vol_normal
3600,1387,0.859408795962509,26.906302228540223,23.27211059863957,37319.04119098529,137.95498793271878,-2.766794341068328,27.578452016469466,0.6041668741741502,3600.0,0.03893294881038212,0.859408795962509,0.859408795962509,0.859408795962509,0.859408795962509,0.859408795962509,112.20953326526607,vol:vol_normal
14400,1387,0.13410237923576063,7.994022042177668,-1.197875354160282,11087.708572500425,138.57399678753276,-3.689197331243592,34.96411861083417,0.6041668741741502,14400.0,0.3323720259552992,0.13410237923576063,0.13410237923576063,0.13410237923576063,0.13410237923576063,0.13410237923576063,7.928255761895158,vol:vol_normal
86400,1387,0.01802451333813987,-0.632483172547505,-0.5062255900237125,-877.2541603233893,120.49939375209573,-3.689197331243592,35.05721457540961,0.6041668741741502,86400.0,0.37779379956741166,0.01658255227108868,0.01658255227108868,0.01658255227108868,0.01658255227108868,0.01658255227108868,0.3839240323551387,vol:vol_normal
