window_s,sigma_mult,max_hold_s,n,win_rate,mean_r,median_r,total_r,max_r,min_r,mean_mfe_r,mean_cost_r,median_hold_s,stop_rate,p_ge_1r,p_ge_2r,p_ge_3r,p_ge_5r,p_ge_10r,profit_factor
5,4.0,14400,266,0.12781954887218044,7.7247398960560405,-1.2102515009182733,2054.7808123509067,137.95770212175086,-3.617075014346445,34.306519923783654,0.6275058919859644,14400.0,0.14285714285714285,0.12781954887218044,0.12781954887218044,0.12781954887218044,0.12781954887218044,0.12781954887218044,7.443320555065146
5,4.0,86400,266,0.018796992481203006,-0.3858967963103786,-0.4512991357360343,-102.6485478185607,23.270257842961623,-3.617075014346445,34.40996391340918,0.6275058919859644,86400.0,0.18421052631578946,0.018796992481203006,0.018796992481203006,0.018796992481203006,0.018796992481203006,0.018796992481203006,0.5307640924185297
5,6.0,900,219,0.91324200913242,23.21372232787687,23.295677214110984,5083.805189805034,137.6963782287639,-2.590560273241916,23.746185244318816,0.5229506768051816,900.0,0.0,0.91324200913242,0.91324200913242,0.91324200913242,0.91324200913242,0.91324200913242,162.8243395709484
5,6.0,3600,219,0.91324200913242,23.211986033809016,23.30222435817492,5083.424941404174,137.52042294935188,-2.6236037441763735,23.75609651416544,0.5229506768051816,3600.0,0.0,0.91324200913242,0.91324200913242,0.91324200913242,0.91324200913242,0.91324200913242,160.86823535966428
5,6.0,14400,219,0.1461187214611872,8.576949592141906,-1.20500296187186,1878.3519606790774,137.95770212175086,-3.617075014346445,31.373373498020204,0.5229506768051816,14400.0,0.0319634703196347,0.1461187214611872,0.1461187214611872,0.1461187214611872,0.1461187214611872,0.1461187214611872,8.919613881876906
5,6.0,86400,219,0.0228310502283105,-0.07141335823793753,-0.4218880029854778,-15.63952545410832,23.270257842961623,-3.617075014346445,31.441657958987005,0.5229506768051816,86400.0,0.0821917808219178,0.0228310502283105,0.0228310502283105,0.0228310502283105,0.0228310502283105,0.0228310502283105,0.8812919263580731
10,4.0,900,261,0.7777777777777778,11.512616642032034,11.638895685226078,3004.792943570361,137.75418790841675,-2.7227263647687203,12.005774209139904,0.46184719040910865,900.0,0.019157088122605363,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,39.01360325589604
10,4.0,3600,261,0.8352490421455939,18.801548698271095,11.646852558899653,4907.204210248756,137.95498793271878,-2.766794341068328,19.350979175837455,0.46184719040910865,3600.0,0.06130268199233716,0.8352490421455939,0.8352490421455939,0.8352490421455939,0.8352490421455939,0.8352490421455939,65.7402000002301
10,4.0,14400,261,0.13026819923371646,7.4425448979092135,-0.6067971642202842,1942.5042183543046,137.95770212175086,-3.689197331243592,28.385542878982445,0.46184719040910865,14400.0,0.10344827586206896,0.13026819923371646,0.13026819923371646,0.13026819923371646,0.13026819923371646,0.13026819923371646,11.017822629133537
10,4.0,86400,261,0.03065134099616858,0.12515969125637924,-0.2210192324458373,32.666679417914985,120.49939375209573,-3.689197331243592,28.475497967093077,0.46184719040910865,86400.0,0.10727969348659004,0.022988505747126436,0.022988505747126436,0.022988505747126436,0.022988505747126436,0.022988505747126436,1.2235225034397361
10,6.0,900,219,0.91324200913242,11.927522726252512,11.642800659119974,2612.1274770493,120.73825311358685,-2.7227263647687203,12.26968021349116,0.33537452629855136,900.0,0.0,0.91324200913242,0.91324200913242,0.91324200913242,0.91324200913242,0.91324200913242,84.13653169765274
10,6.0,3600,219,0.91324200913242,11.926722616605616,11.647230840158223,2611.95225303663,120.79506624158374,-2.766794341068328,12.276696387796283,0.33537452629855136,3600.0,0.0,0.91324200913242,0.91324200913242,0.91324200913242,0.91324200913242,0.91324200913242,83.41087894735955
10,6.0,14400,219,0.1506849315068493,8.62204300656875,-0.6016504911577926,1888.2274184385562,137.95770212175086,-3.689197331243592,20.524952125736913,0.33537452629855136,14400.0,0.0273972602739726,0.1506849315068493,0.1506849315068493,0.1506849315068493,0.1506849315068493,0.1506849315068493,15.837657471242872
10,6.0,86400,219,0.0228310502283105,-0.10161834184857386,-0.20986654851481806,-22.254416864837676,11.632235508678075,-3.689197331243592,20.570216714633283,0.33537452629855136,86400.0,0.0273972602739726,0.0228310502283105,0.0228310502283105,0.0228310502283105,0.0228310502283105,0.0228310502283105,0.7229390405405598
