window_s,sigma_mult,impulse_age_s,n,median_impulse_bps,median_mfe_bps,p75_mfe_bps,median_ret_bps,median_cost_bps,win_rate_after_cost,mean_net_bps,mfe_cost_multiple,required_multiple,ceiling_clears_bar
5,6.0,7,1976,2.9532684789668195,2.6258241499791692,8.553663423810011,0.0,13.47010470246984,0.043522267206477734,-20.12483005879468,0.1949371744302556,3.0,false
5,4.0,10,6560,2.101357841990392,2.4942787304402865,7.404392102918308,0.0,11.121775922158005,0.047408536585365854,-15.046876845897918,0.22426982416278632,3.0,false
5,6.0,10,1976,2.9532684789668195,2.561825419678886,8.331145192085442,-0.01556506235978846,12.411271418097499,0.043522267206477734,-19.638021492387814,0.2064111994153443,3.0,false
5,4.0,15,6560,2.101357841990392,2.380418310829528,7.223905081916074,-0.0,11.0,0.05289634146341463,-13.904909231280708,0.21640166462086619,3.0,false
5,6.0,15,1976,2.9532684789668195,2.430730612020868,7.7387401331063295,-0.03839869759119635,11.0,0.05566801619433198,-16.850670984566836,0.22097551018371525,3.0,false
5,6.0,20,1976,2.9532684789668195,2.233500292598814,7.565262671815691,-0.03841086569288944,11.0,0.05212550607287449,-16.346634443468613,0.2030454811453467,3.0,false
5,4.0,20,6560,2.101357841990392,2.4086648414318423,6.9779250327684945,0.0,11.0,0.05274390243902439,-13.82270549855306,0.2189695310392584,3.0,false
5,4.0,30,6560,2.101357841990392,2.3059407275723336,6.70665108168701,-0.008744368036544922,11.0,0.0576219512195122,-13.482709482413728,0.20963097523384852,3.0,false
5,6.0,30,1976,2.9532684789668195,2.21985063188778,7.004185174012645,-0.03843234468608958,11.0,0.056174089068825914,-15.22633792403183,0.2018046028988891,3.0,false
10,6.0,0,1033,6.495834406461398,13.732480567966773,28.28490614553898,4.726595001707279,16.17119195790288,0.18489835430784124,-10.989456621720219,0.849194085613194,3.0,false
10,4.0,0,3922,3.733895433883916,8.127813688801325,17.40886115268445,3.323653753546768,14.342742562635816,0.11371749107598164,-12.552499426580074,0.5666847643194154,3.0,false
10,6.0,1,1033,6.495834406461398,11.676436155716521,26.531554618982494,3.687585285133911,14.256142066087596,0.1771539206195547,-10.388646664514914,0.8190460014769592,3.0,false
10,4.0,1,3922,3.733895433883916,7.295909077250642,16.196731025628605,2.6723313666277217,12.474844416575305,0.12493625701172871,-11.196598017817239,0.5848497050237019,3.0,false
10,6.0,2,1033,6.495834406461398,10.302710512380525,24.1371819495257,2.938230805928046,14.423360510561404,0.1510164569215876,-12.954115477364068,0.7143072174363553,3.0,false
10,4.0,2,3922,3.733895433883916,6.646053660760176,14.894978264469172,2.20535881874994,12.328968243405882,0.1139724630290668,-12.270574332677562,0.5390600032013871,3.0,false
10,6.0,3,1033,6.495834406461398,8.905143788497428,22.136346651404796,2.304289050018434,14.690745347495252,0.1355275895450145,-15.30084678779518,0.606173722153297,3.0,false
10,4.0,3,3922,3.733895433883916,5.990499544671875,13.905835195256133,1.8007899562996612,12.426692069625842,0.09816420193778684,-13.570174545388332,0.4820671109501665,3.0,false
10,4.0,5,3922,3.733895433883916,4.947108046975414,12.211571018611545,1.0605898153665798,12.539551906803062,0.08210096889342172,-14.831749896374241,0.3945203212796996,3.0,false
10,6.0,5,1033,6.495834406461398,6.973612416045716,19.2686639713814,1.3049469001759586,15.735003418601556,0.09874152952565343,-19.08301768681129,0.4431910327900961,3.0,false
10,4.0,7,3922,3.733895433883916,4.01683160014934,10.537982425887767,0.497383164712761,12.652180641656452,0.0693523712391637,-16.56369161236266,0.3174813665657122,3.0,false
10,6.0,7,1033,6.495834406461398,5.421265279359731,15.877996139840459,0.2686181133033994,15.874288783565769,0.08518877057115198,-22.050749695566186,0.3415123255772078,3.0,false
10,4.0,10,3922,3.733895433883916,3.1321122119777733,8.956996680069237,-0.0,12.087340247780078,0.05583885772565018,-17.23569781406781,0.2591233594630553,3.0,false
10,6.0,10,1033,6.495834406461398,3.9524101078217475,12.848068756975998,-0.5378698815909488,15.15926939407646,0.05517909002904162,-25.13836594650316,0.26072563294944584,3.0,false
10,6.0,15,1033,6.495834406461398,3.8610290668348544,11.821929292499469,-0.20557157708554996,12.99065116075297,0.07454017424975799,-21.881054170713785,0.29721597624757246,3.0,false
10,4.0,15,3922,3.733895433883916,3.0807282751340916,8.798313447531955,-0.0,11.144306999066378,0.06501784803671597,-15.631260504692714,0.27643964540748756,3.0,false
10,6.0,20,1033,6.495834406461398,3.6930890400722083,11.49845147554109,-0.03496124545889949,11.795718421391847,0.060019361084220714,-20.210169917009736,0.31308724980876906,3.0,false
10,4.0,20,3922,3.733895433883916,3.0350005635504225,8.772130015804098,0.0,11.0,0.059153493115757266,-15.152335496629249,0.27590914214094747,3.0,false
10,6.0,30,1033,6.495834406461398,3.337348380809514,10.556151400005703,0.0,11.281819392025595,0.08325266214908035,-17.032288990301822,0.29581650484216004,3.0,false
10,4.0,30,3922,3.733895433883916,2.9869355043641996,8.375307829296535,-0.0,11.0,0.06833248342682305,-14.377396832010199,0.2715395913058363,3.0,false
