window_s,sigma_mult,impulse_age_s,n,median_impulse_bps,median_mfe_bps,p75_mfe_bps,median_ret_bps,median_cost_bps,win_rate_after_cost,mean_net_bps,mfe_cost_multiple,required_multiple,ceiling_clears_bar
5,4.0,30,6005,2.6966917433313142,3.278816069532675,9.175057080888452,0.0,11.023754512971735,0.07826810990840966,-14.463994645562353,0.2974318836358763,3.0,false
10,4.0,0,3682,4.939856260550712,11.32103830296282,23.55619310798065,4.426552338783794,15.855332471284743,0.15046170559478544,-13.823222003379222,0.7140208711148829,3.0,false
10,6.0,0,978,8.611075236650834,18.749785965667513,40.837147022424624,6.3695887197356384,18.086988666430088,0.2361963190184049,-11.633292527072713,1.036644977860112,3.0,false
10,6.0,1,978,8.611075236650834,16.498944041638648,37.35945727975684,4.577072099038826,16.205710558417838,0.2249488752556237,-12.59668861045958,1.0180944539373187,3.0,false
10,4.0,1,3682,4.939856260550712,10.081597964550888,22.17276039525273,3.3156865886960025,13.64532714844071,0.16404128191200434,-12.287559812650503,0.7388315322071952,3.0,false
10,4.0,2,3682,4.939856260550712,9.190151267563378,20.640202131634773,2.6699777869894645,13.711465393306796,0.15507876154263986,-13.508281147286773,0.6702530330601657,3.0,false
10,6.0,2,978,8.611075236650834,14.769132298378416,35.36279156137309,3.6587623439599586,16.765570673712986,0.20245398773006135,-14.333507907001275,0.8809203447834425,3.0,false
10,6.0,3,978,8.611075236650834,13.574772744000498,32.6526094415847,3.0764474111256916,17.458258025067607,0.17791411042944785,-17.497053836577596,0.7775559694735311,3.0,false
10,4.0,3,3682,4.939856260550712,8.450756121589901,19.19903389288911,2.1721264170871057,13.796080492771846,0.1385116784356328,-14.44268140772126,0.612547609157361,3.0,false
10,4.0,5,3682,4.939856260550712,6.892873922620387,17.08459344128363,1.369927226467024,14.036764590017462,0.11461162411732755,-17.009361287594526,0.49105859675971186,3.0,false
10,6.0,5,978,8.611075236650834,10.618008299785913,28.551626909611805,1.9560840609196806,18.643667865751105,0.14212678936605316,-23.192857455365786,0.5695235710185261,3.0,false
10,4.0,7,3682,4.939856260550712,5.878910302241692,15.048868368249387,0.6107467487930018,14.325904415691394,0.09098316132536664,-19.1050351349701,0.41036922568060885,3.0,false
10,6.0,7,978,8.611075236650834,8.411884445470704,23.505041418429144,0.27430186115065025,19.541164583931025,0.10736196319018405,-27.876453750104,0.430469965561209,3.0,false
10,6.0,10,978,8.611075236650834,6.010480053677961,19.197246188133114,-0.445729042924471,20.39591988352057,0.06237218813905931,-31.941931106107255,0.2946903149258931,3.0,false
10,4.0,10,3682,4.939856260550712,4.606022763099937,12.958406735397174,-0.05471956633952713,13.712318652655565,0.06979902227050516,-20.113364307359575,0.3359040057173644,3.0,false
10,6.0,15,978,8.611075236650834,5.732322757716737,16.723934285407545,-0.2815157125440719,16.076024458103298,0.081799591002045,-27.28724019312559,0.35657589179813026,3.0,false
10,4.0,15,3682,4.939856260550712,4.473089160474268,12.307632670467584,-0.11419740372119089,12.175158798325786,0.08527973927213471,-17.55824664033098,0.3673947284440648,3.0,false
10,4.0,20,3682,4.939856260550712,4.338747193909548,11.87828254008899,-0.11743533740917836,11.697894314591002,0.09451385116784357,-16.23744751147903,0.3708998454959323,3.0,false
10,6.0,20,978,8.611075236650834,5.6963090343086416,16.20688023470407,-0.3273278191078951,13.474774908701432,0.08997955010224949,-22.82676702260424,0.42273871533321195,3.0,false
10,4.0,30,3682,4.939856260550712,4.022687946065304,11.30605746968877,-0.06056861818971158,11.428620237525392,0.0904399782726779,-15.524445810128004,0.3519836920345798,3.0,false
10,6.0,30,978,8.611075236650834,4.957791284370728,14.593258895448999,-0.15247229198877543,12.269112501854035,0.10122699386503067,-20.793532990545458,0.40408719731125914,3.0,false
